Depth (ft),GR (GAPI),SP (mV),SFLU (ohmm),ILM (ohmm),ILD (ohmm),DPHI (dec),NPHI (dec)
8163,72.64593249,-20.47657083,7.972028477,5.503612367,4.893341897,0.108746742,0.213903957
8163.5,75.56772964,-21.11945146,7.98541706,5.310910819,4.821650764,0.109056039,0.220044057
8164,80.89304839,-21.2541365,7.881316723,5.070749236,4.743470077,0.102977661,0.234276508
8164.5,85.89874873,-21.01178962,7.621564966,4.926744905,4.681481511,0.097544397,0.243192402
8165,88.61736948,-20.48340686,7.148844626,4.859003683,4.648355029,0.100887581,0.242872178
8165.5,88.30974994,-19.62403692,6.403786116,4.96849294,4.651345992,0.103504539,0.238637426
8166,84.9042295,-18.34017265,6.080856221,5.087980709,4.695851731,0.089467497,0.23375281
8166.5,81.87779942,-16.59888892,6.184790013,5.090457633,4.772902727,0.081949111,0.23128256
8167,82.70580369,-14.79346907,6.220492426,5.186002145,4.867764905,0.073737235,0.236879366
8167.5,85.27099601,-13.14121701,5.932930084,5.233848114,4.960219576,0.058873208,0.246273553
8168,86.12619135,-11.35749111,5.728435159,5.162292261,5.012136365,0.049114031,0.243723813
8168.5,85.22948231,-9.29769563,5.653799813,5.048783257,5.002024046,0.048857531,0.237762567
8169,86.42594724,-7.340339756,5.6682154,4.972552699,4.963352726,0.052605263,0.233700317
8169.5,90.49710617,-5.875108825,5.735885167,4.947073434,4.937888788,0.054196555,0.227915755
8170,91.30384707,-4.856541189,5.807667085,4.937574425,4.943165783,0.052491562,0.221039632
8170.5,89.81158288,-4.093718877,5.810509729,4.905987647,4.923242036,0.050256074,0.215232756
8171,91.59759415,-3.399117907,5.67134452,4.810390625,4.862384029,0.049425622,0.213257189
8171.5,97.11342155,-2.696678911,5.406806231,4.693146591,4.801701573,0.044862207,0.216830037
8172,99.36771506,-2.042385623,5.196973883,4.672010942,4.776228022,0.038720119,0.223396375
8172.5,97.40583425,-1.49788172,5.1219094,4.790125989,4.784621189,0.04064486,0.230309096
8173,93.93216326,-1.095194643,5.190708896,4.967471603,4.815481582,0.046277649,0.241551234
8173.5,91.59281994,-0.843627962,5.423012662,5.103953052,4.863439588,0.052372765,0.244825036
8174,90.32087133,-0.743888697,5.816940763,5.14022246,4.930361193,0.05909824,0.230838501
8174.5,89.17268217,-0.771766894,6.139181296,5.14138887,5.018842601,0.065394452,0.216357237
8175,87.05684186,-0.898225685,6.257463194,5.192127131,5.131615918,0.068933065,0.211656606
8175.5,85.28090659,-1.094228206,6.232700684,5.297959488,5.257105829,0.068431565,0.223034633
8176,86.41292572,-1.330737587,6.136300739,5.352942042,5.36007844,0.066911044,0.236418843
8176.5,89.33324441,-1.579168774,6.019187006,5.346852897,5.402658867,0.067347336,0.240509473
8177,91.04731649,-1.825677582,5.923730842,5.323576525,5.349237346,0.069667574,0.23929555
8177.5,90.23025981,-2.074078875,5.860259113,5.322768784,5.170981047,0.073274074,0.236701903
8178,89.010692,-2.319667777,5.815130332,5.324304285,4.926860789,0.077456658,0.234722958
8178.5,89.22742954,-2.508952189,5.772660786,5.266780858,4.772501382,0.080262191,0.233282081
8179,90.14880613,-2.572918992,5.700446989,5.105760236,4.722518503,0.079091977,0.231723336
8179.5,90.48538893,-2.442548562,5.559463558,4.900607032,4.727544624,0.074374762,0.229138114
8180,89.39362119,-2.068248327,5.33461139,4.727552117,4.741241593,0.069635713,0.22945783
8180.5,86.48365144,-1.528739693,5.25873514,4.620567671,4.740390838,0.067242551,0.23696625
8181,83.20301398,-0.954611317,5.41983961,4.60830533,4.740658544,0.067283101,0.249113024
8181.5,83.87871256,-0.465142007,5.553376926,4.709395855,4.762636248,0.070012188,0.26194741
8182,88.23162909,-0.161127562,5.663919523,4.907662411,4.830659163,0.076190808,0.270705591
8182.5,90.40082506,-0.171606874,5.818673355,5.179967283,4.948575434,0.083862124,0.270507047
8183,90.653973,-0.710655032,6.080072165,5.34396916,5.071164054,0.085262263,0.256244207
8183.5,89.48267644,-1.931940081,6.35646651,5.264739261,5.14869975,0.079816091,0.231879705
8184,88.18789965,-2.899361748,6.433136366,5.278439359,5.190536164,0.07536734,0.216891857
8184.5,88.85904431,-2.788570801,6.293467394,5.394503794,5.242921149,0.069254517,0.211936472
8185,89.86492508,-2.158990049,6.159504957,5.464001247,5.342391933,0.061053693,0.211073141
8185.5,88.12669926,-1.611295172,6.253876388,5.479801396,5.457351789,0.059910103,0.213248214
8186,86.25497254,-1.277691275,6.69644483,5.488746453,5.533245722,0.064938174,0.223416072
8186.5,89.87298503,-1.101286847,7.104083422,5.525803825,5.56518735,0.066829633,0.237834482
8187,92.6095028,-1.037214367,6.980888766,5.583871618,5.579959316,0.063842853,0.248308058
8187.5,92.95044293,-1.089881983,6.614344719,5.646727527,5.597204618,0.063772706,0.253952767
8188,92.25712407,-1.275789955,6.555332724,5.707804691,5.633151202,0.069066384,0.254677572
8188.5,91.93987002,-1.604602221,6.734317185,5.806789024,5.70143186,0.069828153,0.251135258
8189,92.9774266,-1.960781794,6.768187925,5.926260202,5.77978724,0.062945443,0.245823339
8189.5,94.41846029,-2.119161103,6.726173545,5.997016493,5.820880395,0.057000853,0.243529762
8190,95.05379545,-1.860466143,6.725545602,5.975262876,5.78770825,0.054903102,0.249256476
8190.5,94.47623941,-1.315604901,6.730867612,5.892373255,5.719672419,0.055441823,0.255408605
8191,92.69057485,-0.916408179,6.705239753,5.79167114,5.657895105,0.056802671,0.254816512
8191.5,91.13616902,-0.760709653,6.652585694,5.713690498,5.592806105,0.058388464,0.249385359
8192,90.82873203,-0.859412738,6.581404359,5.669672142,5.511541079,0.059992931,0.244280554
8192.5,91.30216176,-1.084871601,6.499566958,5.634554259,5.413772868,0.061910104,0.243739636
8193,92.06618988,-1.307086722,6.386234932,5.581591035,5.305114791,0.064946538,0.245121266
8193.5,92.75877555,-1.520189679,6.197379344,5.491218333,5.192854529,0.068474109,0.245108776
8194,93.05140031,-1.743743056,6.068101987,5.374398085,5.109720083,0.070594695,0.239054641
8194.5,92.99821474,-1.997309438,6.106132449,5.250276672,5.088158952,0.069388135,0.229881453
8195,92.93633495,-2.209937944,6.115384333,5.131188255,5.102423636,0.063252787,0.226362423
8195.5,92.94571679,-1.931629235,6.023015909,5.013600018,5.115173707,0.054214004,0.228478885
8196,93.30135533,-1.045184695,5.862042599,4.910902559,5.113070843,0.048001148,0.230078079
8196.5,95.20094363,-0.671550817,5.744065261,4.869296488,5.130822881,0.048480182,0.227532732
8197,97.67320545,-1.158893302,5.729903992,4.935024839,5.186726409,0.050119357,0.227117209
8197.5,99.34435394,-1.909222473,5.714251346,5.149851348,5.284793347,0.045704518,0.236465572
8198,100.4912274,-2.501955251,5.585333307,5.466887611,5.416412955,0.036667802,0.247428904
8198.5,100.3403497,-2.853532965,5.814194774,5.786152557,5.536806595,0.027118128,0.244662677
8199,96.88503234,-2.922766553,6.626174442,6.025483528,5.592228787,0.017440725,0.230905339
8199.5,91.49313234,-2.957267525,7.631333699,6.107041802,5.567868203,0.010505047,0.195159155
8200,84.59350108,-3.490661876,9.099488671,5.969023089,5.51434719,0.011406861,0.182713501
8200.5,78.96901478,-4.969335368,9.687466221,5.663518633,5.48021113,0.018401364,0.192018981
8201,80.42638108,-6.732873175,6.859044955,5.355570319,5.462187709,0.023577988,0.211172707
8201.5,87.03169563,-7.603689813,5.292014637,5.197477076,5.435291082,0.026820796,0.224042361
8202,95.43954673,-7.666445258,5.163770365,5.165484936,5.375012672,0.029299262,0.233328586
8202.5,102.3238965,-7.570840694,5.249153921,5.185380409,5.258369901,0.031687544,0.241750227
8203,105.7595786,-7.93683283,5.281319281,5.203287325,5.077317958,0.034264947,0.244077967
8203.5,106.1415022,-9.004287797,5.345638321,5.199765104,4.859748852,0.036981045,0.239547615
8204,102.9933707,-10.76550552,5.412717426,5.186554141,4.636628767,0.042086372,0.230470181
8204.5,94.24982392,-13.16296136,5.48589507,5.146056242,4.431993148,0.055784646,0.22515996
8205,81.59221751,-16.02471668,5.611431351,5.057042856,4.256512475,0.069063111,0.225929539
8205.5,69.21872628,-19.08149571,6.03669257,4.955271589,4.116735131,0.072935008,0.214848299
8206,61.98978646,-21.72232631,6.69582481,4.90511414,4.018081953,0.069770047,0.191535647
8206.5,59.21892999,-23.25689761,7.190301896,4.918112838,3.953627596,0.061754678,0.179228799
8207,58.09938787,-23.29889984,7.005701009,4.83300027,3.905647134,0.057370789,0.179396278
8207.5,58.53169199,-21.80077542,6.239969956,4.449291909,3.860095477,0.057717241,0.188287739
8208,61.30113475,-20.32207536,5.604997388,4.069899409,3.835232233,0.058808351,0.20296178
8208.5,65.72131722,-19.71964963,5.161415318,4.045846491,3.853552336,0.059103892,0.215099247
8209,69.49128897,-18.59455576,4.897799025,4.189519041,3.896435581,0.057901822,0.21617099
8209.5,77.21471337,-16.87364807,4.853234719,4.308582745,3.937663221,0.056381154,0.213132645
8210,85.9103026,-15.15444903,4.991015486,4.370438454,3.950605878,0.056138434,0.215272769
8210.5,91.14517216,-13.71531081,5.146598473,4.414232093,3.937834319,0.058815723,0.223953622
8211,93.68542315,-12.55036551,5.232908759,4.463337589,3.945452342,0.063717131,0.235465159
8211.5,93.82438841,-11.64467795,5.184099061,4.509145056,4.016443789,0.067259804,0.239171721
8212,92.32194032,-11.00555199,5.062437178,4.506719448,4.149068145,0.067600635,0.234797179
8212.5,94.76576228,-10.66958308,5.151317739,4.433159287,4.323178615,0.066813389,0.229156715
8213,98.85111773,-10.68975571,5.331194647,4.370488351,4.516154541,0.067978269,0.229675527
8213.5,98.28298811,-11.20763901,5.161972263,4.426530007,4.699014461,0.079202065,0.244564161
8214,96.38573137,-12.64020681,5.295145373,4.720937039,4.834983985,0.103691363,0.268757856
8214.5,83.71424339,-15.38408735,6.75544151,5.319855546,4.917450885,0.125778095,0.270489617
8215,67.22274938,-18.92541474,10.1559475,6.081357939,5.139979992,0.133160674,0.235698119
8215.5,55.09748467,-22.42009536,14.80313574,6.877212748,5.719821332,0.12602686,0.196180605
8216,47.20003639,-25.38836794,19.66092742,7.561782523,6.122895327,0.113369355,0.160105164
8216.5,42.99974734,-27.78606725,23.20670633,8.022604207,6.212076433,0.099308905,0.126871169
8217,41.24697156,-29.84192795,24.01383881,8.193077327,6.134086853,0.087031485,0.119175335
8217.5,40.34424062,-31.767731,22.05842587,8.184670187,5.993122534,0.089468182,0.143778498
8218,39.27489792,-33.62179611,18.63633812,8.190282994,5.859333563,0.10618157,0.178300154
8218.5,39.67956992,-35.39871556,15.03927634,7.996758288,5.70375542,0.124431221,0.189536958
8219,43.95449453,-37.09287479,12.6123425,7.379406844,5.386098046,0.13393177,0.199993228
8219.5,53.44058334,-38.69865921,11.88860069,6.430196711,4.899164834,0.134277079,0.209685189
8220,59.91251663,-40.20999219,11.58007288,5.725079043,4.575204597,0.12939587,0.213765092
8220.5,58.39866958,-41.52518629,11.28747527,5.4727485,4.402278645,0.125343509,0.209383783
8221,54.8931944,-42.33037366,11.36861718,5.454249955,4.297919421,0.126211726,0.19846759
8221.5,51.6014596,-42.33446224,11.87208751,5.482431454,4.239507889,0.130120652,0.191443023
8222,49.11612733,-41.78328499,12.37153182,5.463787479,4.281511796,0.134079561,0.188177788
8222.5,49.72681361,-41.20705688,12.53054348,5.401317621,4.48322756,0.13437974,0.185903194
8223,50.70088843,-40.29448643,12.44945981,5.707248648,4.709915119,0.126612149,0.182282178
8223.5,51.33536494,-37.97357571,12.70620186,6.172995824,4.880369382,0.112152965,0.166130554
8224,53.28044596,-34.60183835,14.1242164,6.292713907,5.074699073,0.098417862,0.150968519
8224.5,62.37068161,-31.54144817,14.91542861,6.165631423,5.218423547,0.085343782,0.176722668
8225,77.9057547,-28.95849885,13.11270193,5.970501798,5.17209145,0.065964193,0.194229823
8225.5,90.27127352,-26.31739136,8.081269413,5.843257545,5.072037065,0.046061562,0.206612922
8226,95.66480327,-23.67226886,6.579931798,5.740997178,5.156484238,0.037030944,0.22172629
8226.5,98.57913837,-21.70823444,6.127288345,5.58727044,5.548217474,0.0420623,0.228070533
8227,100.8850495,-20.85476307,6.021367924,5.476031873,5.851505245,0.051050854,0.227313526
8227.5,101.0316536,-20.37432587,6.310898782,5.589510458,5.476500745,0.071275962,0.221177702
8228,97.35411333,-20.96831718,6.74224908,5.939743582,4.186370069,0.103266918,0.206384249
8228.5,85.87809444,-24.34042974,7.048006966,6.171165613,3.170771652,0.1209652,0.183607625
8229,61.01549025,-29.5384488,7.109354106,6.233867899,2.989603343,0.116157896,0.164566156
8229.5,44.56349297,-33.57819513,7.091897245,6.215173758,3.218999567,0.101196428,0.129540008
8230,41.7962594,-36.56998773,7.337622258,6.284720562,3.525545321,0.086074897,0.106566062
8230.5,41.65486631,-39.16511537,8.220220008,6.392469235,3.636252033,0.086141706,0.117936432
8231,40.83719465,-41.47655801,9.845062198,6.150530348,3.586115485,0.100333178,0.148063283
8231.5,39.47966383,-43.56922755,10.94538134,5.436433195,3.480311047,0.120500178,0.155553215
8232,38.23654953,-45.33360771,10.88141755,4.956888016,3.401155091,0.133738895,0.170117486
8232.5,38.6019115,-46.52117734,10.2364076,4.926638234,3.355267789,0.143627999,0.181246091
8233,42.05797174,-46.99555109,9.642646215,5.005595343,3.334297073,0.154233181,0.192132536
8233.5,47.78391311,-46.97965556,9.324324183,5.08193024,3.330747597,0.159071354,0.200059361
8234,52.82877699,-46.76577665,9.211071465,5.140402227,3.337516806,0.156926228,0.202608229
8234.5,55.73217155,-46.44203069,9.240162919,5.165769478,3.349536788,0.149595296,0.213042296
8235,57.56702978,-45.08266443,9.356875009,5.154752809,3.369159069,0.142750091,0.218348098
8235.5,59.15362198,-39.80419005,9.507553629,5.120500961,3.400628788,0.140611642,0.206125929
8236,60.53176776,-30.9201302,9.636038557,5.077332268,3.448445443,0.139246014,0.200722964
8236.5,61.69893854,-26.5050979,9.694010286,5.034004791,3.517542773,0.137750205,0.20642467
8237,62.5695095,-26.87316778,9.684911858,4.988901042,3.613539315,0.136670305,0.212608035
8237.5,59.72721833,-27.1308107,9.629299136,4.939310633,3.739283436,0.136227176,0.211114739
8238,51.73670912,-27.14861257,9.548171628,4.882642591,3.863509211,0.135865713,0.206083126
8238.5,50.20612116,-26.98598263,9.462569056,4.818827481,3.951740853,0.134917544,0.204809168
8239,54.94346978,-26.70233014,9.399928823,4.762411267,3.988397587,0.132715248,0.210068129
8239.5,60.94129909,-26.35706432,9.393423543,4.732861996,3.960400276,0.130069529,0.221793583
8240,63.04635923,-26.00959442,9.477084157,4.748414437,3.870878166,0.132255649,0.232037111
8240.5,62.7731223,-25.71932968,9.674253174,4.787243323,3.744812467,0.143678506,0.232788837
8241,60.78514684,-25.53942766,9.898039318,4.774116159,3.607491854,0.159456523,0.227048744
8241.5,56.95417221,-25.45419216,9.998544881,4.632434254,3.481287736,0.172045188,0.219700067
8242,57.45454697,-25.40525516,9.822716252,4.313149504,3.384726142,0.17824605,0.218024018
8242.5,62.97436456,-25.33361208,9.244873424,3.930585682,3.323130175,0.175601337,0.228019007
8243,70.16620158,-25.18025833,8.22500916,3.660114765,3.294209029,0.161996712,0.246649998
8243.5,77.51523291,-24.88579693,6.84971803,3.58938099,3.294700311,0.153626291,0.263431408
8244,81.67267555,-24.3680786,5.609713726,3.734835951,3.319073938,0.139151509,0.262195949
8244.5,82.02801647,-23.51013671,5.420034784,3.980007476,3.372939995,0.131583362,0.243843726
8245,82.24998103,-22.1925307,6.189539535,4.132707145,3.467329716,0.128899546,0.226415776
8245.5,84.70341301,-20.41216833,6.289527237,4.191224961,3.614387848,0.10852443,0.223836625
8246,88.79890147,-18.43435774,5.394674456,4.306586209,3.784425831,0.083476237,0.22813583
8246.5,94.6599828,-16.52235999,4.820962946,4.434532994,3.917478517,0.068618549,0.229381051
8247,100.7894995,-14.76837698,4.883856223,4.514679788,4.027344083,0.066410818,0.230896135
8247.5,103.5423304,-13.21862845,5.227611907,4.542478332,4.143989666,0.071025835,0.234767371
8248,103.1753312,-11.91933351,5.509275751,4.555085904,4.301178281,0.074825197,0.239307005
8248.5,102.0272147,-10.91347218,5.627796941,4.566600417,4.505856893,0.073109765,0.242732697
8249,102.1843731,-10.22483416,5.660889815,4.585338622,4.685728852,0.073494678,0.243495608
8249.5,101.7872143,-9.870166475,5.662482787,4.619776908,4.807506437,0.099969286,0.240114595
8250,89.8217776,-9.822743051,5.653447505,4.678762618,4.869097531,0.115397197,0.233828253
8250.5,81.22656093,-9.899993327,5.651533805,4.764973771,4.888336867,0.111654546,0.23202443
8251,84.97188342,-9.884429332,5.655252047,4.853421288,4.885195151,0.101416366,0.237424869
8251.5,88.37851418,-9.614014538,5.651384839,4.910840065,4.872210586,0.095321979,0.243932211
8252,91.66447352,-9.231815621,5.63574308,4.917623699,4.852427166,0.087926209,0.2497613
8252.5,95.69834046,-8.932472722,5.626041906,4.870611835,4.82832151,0.073902143,0.255266925
8253,97.3860818,-8.703989356,5.643119085,4.786005453,4.802470129,0.064068136,0.259329618
8253.5,93.651437,-8.483785082,5.704228863,4.708850213,4.778925185,0.067228672,0.260696316
8254,91.54661846,-8.209279456,5.788334313,4.684462297,4.762649268,0.07536351,0.259020305
8254.5,91.6247717,-7.817892039,5.852878478,4.738842663,4.758576404,0.07969167,0.254548852
8255,82.25777669,-7.253065427,5.885626479,4.851380332,4.771696792,0.07864626,0.247579205
8255.5,71.19195323,-6.529813845,5.904777659,4.99387223,4.807211688,0.075012601,0.241128621
8256,96.68456643,-5.710075441,5.928701953,5.136528678,4.869659083,0.07015048,0.244971016
8256.5,122.2197584,-4.85660476,5.960718883,5.256464475,4.95278932,0.068554247,0.245340008
8257,-6.059030379,-4.032156347,5.995131647,5.335092518,5.043356128,0.072811428,0.243367939
8257.5,164.2417102,-3.299484751,6.026005058,5.357165337,5.127112304,0.076692305,0.241649924
8258,99.39502559,-2.721344515,6.047286788,5.328873388,5.188888801,0.072805465,0.240561687
