Depth (ft),GR (GAPI),SP (MV),RFOC (ohmm),RILM (ohmm),RILD (ohmm),DPHI (dec),NPHI (dec)
8085.5,36.98263065,-98.17584577,6.120434823,1.09380176,1.021080829,0.232130139,0.187432004
8086,36.9507386,-98.99735648,6.183414838,1.100862546,1.013376627,0.235098058,0.188957039
8086.5,37.38485909,-99.49141963,6.304532947,1.112724737,1.010396705,0.234582976,0.188702028
8087,37.4186412,-99.5948637,6.470654646,1.127292786,1.005883224,0.231800364,0.18615164
8087.5,37.30583544,-99.32112539,6.660651827,1.142822468,0.994251678,0.227783827,0.18101749
8088,39.73144622,-98.77685311,6.819888017,1.15759341,0.977842657,0.223561859,0.175276761
8088.5,40.85304772,-98.07432873,6.88377228,1.16991346,0.964553604,0.220114243,0.172208828
8089,40.88496175,-97.32583412,6.87099918,1.178950479,0.961900553,0.217937912,0.175038795
8089.5,40.82077399,-96.64106299,6.865815894,1.184310198,0.972526734,0.217037694,0.180640656
8090,40.35038508,-96.05819873,6.872386166,1.185627754,0.993151998,0.217387833,0.182753835
8090.5,39.04256267,-95.53654689,6.882224383,1.182793493,1.020150115,0.218743339,0.182605203
8091,38.69123983,-95.03134661,6.826626809,1.178274263,1.049634336,0.220594073,0.18155851
8091.5,40.26399155,-94.48344772,6.746240897,1.176159332,1.07729538,0.222423539,0.180555036
8092,42.13615077,-93.78059358,6.753514732,1.180548646,1.099034481,0.224104674,0.180320308
8092.5,42.14590223,-92.79827885,6.776139954,1.195680748,1.111429643,0.226028025,0.180828139
8093,40.36106971,-91.35951033,6.562549202,1.226241091,1.11196942,0.228619936,0.181839766
8093.5,38.67091794,-89.05962454,6.149724123,1.277726857,1.108658899,0.23176004,0.183112403
8094,39.105758,-85.45024186,5.747430443,1.342780538,1.116787899,0.232992283,0.182880185
8094.5,40.54036318,-81.46557476,5.467257338,1.385321178,1.152506035,0.229236985,0.178303488
8095,42.3446403,-80.20001266,5.334841777,1.38714562,1.231019974,0.218639078,0.176293135
8095.5,44.51930897,-78.6099246,5.200768116,1.361417239,1.281726881,0.205358848,0.182119644
8096,47.00664134,-75.77235155,4.93012579,1.324246418,1.25884323,0.197958867,0.189482395
8096.5,49.25976109,-75.95809337,4.846951842,1.289680264,1.214943561,0.19879598,0.193620711
8097,50.49996313,-76.88702162,5.521049834,1.26147662,1.192883659,0.202766913,0.194181388
8097.5,49.12455541,-84.91666597,6.368760237,1.238871541,1.174267838,0.206504739,0.192658227
8098,43.52538213,-90.60365878,6.806591459,1.221180324,1.143621313,0.209651411,0.190590635
8098.5,39.4744023,-92.70156939,6.931483707,1.2078027,1.110203445,0.214675348,0.189066416
8099,39.08636377,-93.73437291,6.894107127,1.198028749,1.083404361,0.223440495,0.187444429
8099.5,38.94808755,-94.15537313,6.849501902,1.190813953,1.06891247,0.226974013,0.184419187
8100,39.03831068,-94.40874233,6.946429222,1.185106195,1.067339846,0.226243449,0.179661135
8100.5,39.55557278,-94.73132496,7.175376203,1.180666499,1.077081614,0.223584869,0.173760338
8101,40.15710198,-95.13413292,7.335655705,1.180398197,1.088207713,0.219903709,0.168864576
8101.5,40.19617223,-95.61678025,7.32748551,1.187980764,1.090229446,0.21632891,0.167308573
8102,39.46095098,-96.17483579,7.336589698,1.20251705,1.08949061,0.21537661,0.169912904
8102.5,38.46949334,-96.75386827,7.414027992,1.21412794,1.089883301,0.217341503,0.173822934
8103,37.81881268,-97.26571706,7.529667057,1.217838734,1.089614165,0.219716024,0.176150695
8103.5,37.33081155,-97.62158945,7.652033973,1.216303143,1.089031789,0.220195626,0.176806475
8104,36.83560289,-97.73269269,7.751872266,1.2127127,1.090581499,0.218887809,0.176649086
8104.5,36.34495335,-97.51600689,7.809629172,1.210250879,1.096071892,0.216936675,0.176570986
8105,35.59851578,-96.95080504,7.814715241,1.212446402,1.105816665,0.215490333,0.177149293
8105.5,34.9696582,-96.05437447,7.769863519,1.225193041,1.119989083,0.215329846,0.176360918
8106,35.13915594,-94.84454519,7.695857806,1.255287602,1.13881806,0.215798456,0.171748029
8106.5,36.69872443,-93.36764666,7.6299272,1.302639192,1.162411261,0.215887383,0.166380986
8107,39.90747144,-91.83895593,7.60895002,1.360546165,1.19038621,0.21464855,0.165186092
8107.5,43.05445097,-90.52667723,7.669694953,1.416364092,1.222153158,0.212098319,0.165094369
8108,44.28362885,-89.55150351,7.840677791,1.446821349,1.252180098,0.20902531,0.165086743
8108.5,43.62833848,-88.91428952,8.128996822,1.426845979,1.26796973,0.206158125,0.168097049
8109,40.9105597,-88.61242617,8.324335411,1.360553241,1.268162667,0.203802991,0.176404636
8109.5,39.62501887,-88.61895978,8.059296763,1.321319916,1.262766467,0.202130021,0.185111151
8110,39.85982081,-88.62183743,7.535450063,1.315888847,1.261528215,0.201438856,0.186817973
8110.5,39.66530976,-88.18170642,7.046969762,1.315627623,1.268225066,0.202811248,0.183209046
8111,38.99001794,-87.48738835,6.295300353,1.326060965,1.281661368,0.207434271,0.17957849
8111.5,39.37129313,-86.91688112,5.994521704,1.365664366,1.300034872,0.213541464,0.181229384
8112,40.76856492,-86.57227694,5.979113138,1.456344948,1.326027684,0.217006737,0.193464806
8112.5,41.74055411,-86.15153898,5.89936094,1.599450731,1.36629923,0.213638145,0.213293418
8113,43.37593167,-84.95037269,6.892446302,1.738468465,1.428767972,0.199521926,0.194578102
8113.5,43.96365873,-82.76181501,8.070266021,1.84820988,1.525710329,0.181157442,0.139322574
8114,38.46227435,-80.81033607,8.332462659,1.924230585,1.661888235,0.174832719,0.125957334
8114.5,35.2387329,-80.19047187,8.412660684,1.964704671,1.781532661,0.175601905,0.13396499
8115,35.72006845,-79.63072096,7.496143796,1.970977601,1.828048113,0.171277561,0.139491409
8115.5,35.97772661,-77.73694641,6.61465974,1.946190129,1.81313336,0.169274209,0.142715261
8116,44.00367171,-74.00252511,5.051976591,1.879462034,1.764622773,0.170131961,0.158887244
8116.5,53.7989757,-70.79066725,4.798834515,1.765810302,1.70796987,0.169137077,0.175614647
8117,61.43614906,-69.78988655,4.804754417,1.687249323,1.655059696,0.172578488,0.188857176
8117.5,62.5297184,-69.22026948,4.858108312,1.662479027,1.613579532,0.187907067,0.199226117
8118,61.59217199,-67.98635627,5.154578927,1.657480193,1.589737089,0.216993171,0.20595868
8118.5,60.25839694,-65.61022919,5.350231563,1.649999466,1.588154227,0.229686533,0.209255222
8119,61.21479016,-62.53970067,5.291181152,1.679169361,1.60829456,0.18528749,0.21519374
8119.5,63.80953204,-58.86770592,5.797392445,1.772905476,1.623946987,0.164777413,0.222743073
8120,72.53832647,-51.84457737,3.599175248,1.926833154,1.614397158,0.340219748,0.230422205
8120.5,84.40151797,-35.83185787,3.244833994,2.136632833,1.718897896,-0.081011483,0.239730844
8121,103.994706,-14.52539112,2.961197633,2.395295323,2.17593526,0.04276751,0.253584604
8121.5,110.3335887,0.695607459,2.916823026,2.684210508,2.794279388,0.092358546,0.265675749
8122,112.1884631,4.793412617,2.948809721,2.970408699,3.219883701,0.067084304,0.269355956
8122.5,108.2713827,2.876466148,3.398031773,3.20689534,3.438893499,0.07837773,0.262579046
8123,100.6972302,0.588357994,4.69396613,3.365687193,3.543159269,0.10005899,0.243649675
8123.5,85.50890351,-0.518308982,5.456757608,3.490563305,3.625209381,0.109537507,0.215447759
8124,75.08720372,-1.432150807,5.031952937,3.621440724,3.714846586,0.114557618,0.20141282
8124.5,75.79177952,-1.903777973,4.494821368,3.766327335,3.836619843,0.117783354,0.206547925
8125,88.13257098,-1.804741887,4.345095602,3.931311586,3.998395714,0.111513997,0.222037851
8125.5,98.18831977,-2.459724904,4.351149288,4.123436858,4.14056527,0.104621597,0.238937875
8126,107.3619363,-3.558467144,4.407155003,4.334498206,4.192845766,0.107099755,0.249903933
8126.5,105.6771816,-4.253196619,4.477410872,4.519471534,4.176070249,0.114119178,0.254544534
8127,100.7086753,-5.034756668,4.525483676,4.621869291,4.157812533,0.114670343,0.25435543
8127.5,98.90277765,-6.500761152,4.529554684,4.602089777,4.205867555,0.106349535,0.250875806
8128,100.346338,-7.102869337,4.525354414,4.49233377,4.377644217,0.094645772,0.246384272
8128.5,106.2761595,-5.659131951,4.549634459,4.342273288,4.56814317,0.084904719,0.243778516
8129,108.9925322,-4.676820937,4.613284003,4.197496986,4.663265108,0.079684776,0.245612147
8129.5,108.0486715,-6.648090265,4.734460099,4.077770277,4.609222676,0.080441249,0.246633843
8130,106.2187906,-10.54731745,4.985260689,3.973378523,4.373345779,0.088304808,0.23575486
8130.5,100.589437,-13.77776001,5.461851559,3.873738495,4.0638329,0.101967782,0.224744391
8131,90.9836673,-18.65370982,6.080014566,3.769312883,3.854180674,0.122142143,0.225680601
8131.5,83.98416374,-26.11587125,6.563582188,3.653344168,3.748125921,0.14954033,0.231449044
8132,76.72319315,-31.47477096,6.734956043,3.532269801,3.676818153,0.159338362,0.237215779
8132.5,77.63930064,-34.5301901,6.504270275,3.417079392,3.578457994,0.155650613,0.24567376
8133,86.92557859,-35.9548887,5.810024409,3.317079162,3.404690665,0.151796487,0.255124335
8133.5,96.66812088,-35.67662261,4.967920619,3.235667859,3.206574841,0.153143073,0.260357178
8134,100.9565631,-34.43569047,4.508127214,3.172404798,3.08035198,0.155108618,0.25782577
8134.5,100.5650135,-33.66934078,4.420164639,3.12699012,3.03038962,0.157292263,0.250168596
8135,97.26543916,-34.24270132,4.838605093,3.099376609,3.026534104,0.16673413,0.242259474
8135.5,92.96761835,-36.60116306,5.26040298,3.089788896,3.041706382,0.170697219,0.23973345
8136,89.92668629,-37.89023379,5.218912109,3.098750168,3.056880219,0.165388619,0.242112787
8136.5,90.03603775,-35.26530365,5.071066684,3.126848642,3.074565903,0.155865651,0.247940477
8137,91.65222161,-31.55801195,4.664951402,3.172607513,3.101219611,0.1402187,0.255769042
8137.5,92.06312919,-28.42741678,4.045597434,3.233460388,3.143472713,0.145603656,0.262007715
